text,label
"MASTERPIECE!!!

All I can say is buy this album now, I have never heard anything like it. PURE GENIUS!!!",1
"Scary? Inaccurate and as scary as my cat

It is no surprise that Stephen ""Who Hasn't Written A Decent Book 2 Decades"" King would find this scary.Personally, I kept waiting for the scary parts. And waiting. And... They never happened.My cat is scarier than this miserable flick--my cat that died 3 years ago, that is, which, well... This flick just isn't scary. AT ALL.It would have been nice had the movie at least conformed to the facts about Henry Lee Lucas. It doesn't, though.I would recommend this flick to anyone that seeks to pay to be bored.Too bad I don't have my $$ and amazon doesn't have the flick I wasted my money on.",0
"the source

the source of all the pretentious mindless soloing/jamming/bands on auto-pilot.A period piece that continues to haunt us. OK now I gotta go irritate some Doors fans...",0
"SAME OLD SOUND

This CD of songs while ready for country radio just does not have a new sound for the country listeners. What we get, instead, is the same old Tritt.....putting us to sleep with the ballads. However, A GREAT DAY TO BE ALIVE is a catchy tune which does well on radio and uplifts. All in all, Tritt needs to get with the times. I was disappointed and do not recommend this CD as one of his best!!!",0
"Bad Sh!t

I bought the CD used this past year. I was not entirely dissappointed but not thrilled. Jane's Addiction was a must have at any social gathering in high school along with Floyd, Hendrix, etc. Some music is classic and other music just reminds me of laying on the couch while feeling the room spin. As for this CD? I expect a lot more from this group.",0
"Would be great, if it was reliable

I shopped around and this looked like a decent looking hub that met my needs (powered, 7 port). I needed to plugin 2 external drives, mouse, scanner, 2 ipods and sometimes my cell phone or camera. I found that my mouse would stop working from time to time. Power cycling the hub helped. Worse than that was running a VM (via VMWare) stored on the USB drive. Speed wasn't so bad, but after a while, VMWare complained the drive wasn't available. Sure enough, it wasn't mounted anymore. After putting up with this for a few months, not being sure what was at fault, the hub quit altogether. Kensington replaced it under warranty, but the new hub also showed the same issues with the drive. I have none of these issues plugging directly into my computer. I'm fed up and cannot recommend this! I'm shopping for something more reliable!",0
"Night at the Museum II

I was all excited that the DVD came so quickly, but after a few viewing I became disappointed. The DVD now pauses in certain area of the viewing. BUMMER!I will not buy anything from that dealer again.",0
"Disappointed!

Having thoroughly enjoyed ""The Red Tent"", I was extremely disappointed with this book. I feel cheated - such a mediocre book shouldn't even have been published - the writing is poor, the story is shallow and the characters have little depth. After the first third of the book, I was ready to throw it in the trash but persevered on, skimming the last pages - I'd hoped it might redeem itself but it remained true to hits beginning, never getting one bit better. unfair of the publisher to pull us in, just because Ms. Diamant had previously written a decent book.",0
"Toss the other books

This book cuts through all the political babble to give a clear definition of how and why the Chinese ""government"" thinks the way it does. This book is insightfull and thought provocking. A must read for Congress.",1
"2 stars for not being boring.

Only one thing saves Gigli from being the worst movie I have ever seen, and that is that it isn't boring, in the way that watching a drunk sing isn't boring. It's sad, morbid and only slightly funny.The plot--wait, what plot? J.Lo and Ben Affleck cussing, watching people die, J.Lo's established lesbian character suddenly changing to straight(at LEAST they could make her bi, so it would be sort of believable), a death scene, a few terrible ""funny"" scenes...what plot?But hey, it isn't boring, and Ben Affleck is cute.",0
"Awesome and anointed woman of God...

Kim has been blessed with a talent and an anointing that surpasses anything we have experienced before. She uses her voice as an instrument and she has the ability to transform her voice into nuances that fit the verses she sings about. The verses themselves are filled with conviction that forces you to think about your present salvation and relationship with God and with others.The music on this album transcends all previous boundaries placed on Gospel music: there are key changes within the same measure and the musicianship is flawless. Kim sings what is in her heart and in her spirit. That is what singing should be about - it should cause a reaction in the life of every listener. May God continue to use Kim in any and every way possible. Keep on singing because God has given you ""Everlasting life"".",1
"DONT BUY THIS CD IT THEY ARE NOT THE ORIGINAL RECORDS

This is the worst thing record companies do and that is rerecord the songs vy the original artist and i cant believe in this day and age Amazon does not require the sellers of these type of cd,s to list it as A remake.save your money and but the real collections.By the way I,am shocked at Curb records they usually do the original.Shame on you Curb records and shame on you Amazon.",0
"An excellent portrayal of Jules Verne's classic novel

After reading the novel that the film was originally based upon, I decided to watch the the movie, partly to compare and partly from recommendations by friends. After seeing the film, I almost immediately rewound the tape and played it again. As most movies are, it isn't nearly as good as the book was, but I still found it very entertaining and recommend it to movie lovers of any age. I rated it four stars mainly because I had read the book before, and the movie could not quite live up to the novel it was based upon. Nevertheless, it is a great movie for the family.",1
"Big Sonic Heaven...

This album is worth the $24 just for the song Duress alone. An absolute sonic monster. Mix in the ferocity of Duel and it's really all you need. If you aren't listening to it loud enough to rattle your windows, you just aren't listening.",1
"Won't Please Everyone- but a good read

Overall, this is a pretty good book. Definitely good for some laughs and for making one aggravated at the hypocrisy of many of those profiled. Most Democrats and liberal leaning folks will find fault with Goldberg's choices for his list, but I think he reasons each one out fairly well. As he states in his prologue, any type of ""list"" is subjective and no one is ever going to agree 100% with the author's choices. No doubt, Goldberg leans right, but he is fairly middle of the road politically. Conservatives are not left unscathed and many of Goldberg's choices are people I don't necessarily associate with any political philosophy other than self aggrandizement and greed at others' expense. Overall a good book, an entertaining read which makes some good points- but don't expect to agree totally with the author regardless of your political persuasion.",1
"Tedious

This was the first, and last, of the Scarpetta book I will read. I kept wanting to say ""Get on with it!"" I suppose some folks may like the minute, ceaseless, detail but I just wanted it to be over. 401 pages, would have been better at 200 pages!",0
"umm, umm, good

This book is yummy. Definitely not a cocktail table book. I love understanding why I have enjoyed the series of movies so much. It puts into words my feelings and occasional thoughts. I appreciate the author's style, I can hear and see the movie as he writes. At first it may seem dry or difficult to grasp, yet as one reads the author explains concepts clearly and the subject matter kept me reading.",1
"It does my heart good...

..to know in about 10 more years we'll look back at this and find it just as laughable and as embarrassingly god-awful as we find Hair today.",0
"Tuck forever boring

First Winnie was going to run away, then she wen to the woods and met a boy. She was kidnapped and a man saw it all. The man went to town and told the constable after he folowed them to their house. Mae went to jail and Winnie went witth the Tucks to switch places with Mae. Winnie didn't drink the bottle of water.I didn't like the book because it was boring and stupid. It was adventurous, but I think it didn't have a point. It had a bad ending and was a short story. The characters were kind of plain.",0
"Dull

The book had an interesting premise, but the story itself seemed lackluster and none of the characters had any redeeming social value--they were all so relentlessly self-absorbed as to make me depressed. Mostly the story was rather dull, even the sexual parts, and the author kept breaking the fourth wall to explain why he didn't know his characters. If you're the author and you don't understand your own character, something in your story is flawed.",0
"logitech 5.1 game console adapter

you must have this product in order to connect your surround sound speakers with the 3 3.5mm plugs. It allows you to hook it up to your game console and if you have another adapter you can connect it to your ipod or computer.",1
"Everything is relative

Believe it or not, everything is relative. If you disagree, then you don't understand the meaning of relativity - because you're stating your ideas based on your position in life. Everyone is entitled to their own opinion and (here's mine:) we don't need christian's telling us how to live OUR lives. Believe whatever you want, but we don't need authors pointing out the flaws of society while nodding and telling us ""see? I told you so!""",0
"straight garbage !!!!

I bought this garbage thinking that I was getting a good multi-tasking machine, boy was I wrong. After using this for a few days (less than a week) it wouldn't print because the ink cartridge had dried out. After replacing the cartridge ($27.00) I got a few more days of use before that cartridge dried out too. I actually replaced the cartridge on this maching 5 times in 6 months and I only use this maybe twice a week (printing directions, etc.). The printer is very noisy, almost sounds as if it's broken when scanning and printing. Stay away from this garbage, I've had better print jobs with those $19.00 printers that only print!!!",0
"The Shop

This is a great step by step learning tool for Photoshop, great if your just learning the program.",1
"Resident Dreadful

So far the worst film of the young millennium, ""Resident Evil,"" based on the video game series, is sheer torture for all of its 100 minutes. There is absolutely nothing redeeming about it whatsoever. The only frightening parts of this wreck are the dreadful script, the haggard plot (people blast a bunch of zombies while trying to shut down a supercomputer in an underground lab), and weak acting by equally weak actors. Milla Jovovich is a far cry from Angelina Jolie as a respectable female action hero, no matter how hard the media tries to incite a rivalry between them. If you were foolish enough to actually pay money to watch this, then immediately go home and cleanse your soul with the superior ""Tomb Raider."" Enough said.",0
"Useless Drivel!

As an avid writer and homeschooling parent, I was very drawn to the title of this book. I believed that it would give me wonderful ideas for projects with which I could motivate my young writers. Instead, the book tells me such things as ""Provide plenty of writing materials."" and ""Write for pleasure yourself."" This is as basic is BREATHING.... Any parent with a third grade education knows that you must have writing materials available. And, of course, a child who sees a parent writing will have more of an interest in doing so. This book DOES NOT provide ideas for motivating young writers. It tells the parents basic, ...facts that they SHOULD already know. I do not recommend this book to anyone.",0
"Happy ending? (slight spoiler)

Charlotte is Sherman McCoy is Charlie Croker - a legend in her own mind, one whose self-constructed fortress of ego is mercilessly demolished, brick by brick, by the author working through his characters, until she crawls from the rubble at the end - to begin building another castle. That, more than race, class, or wealth, is the theme that unites Wolfe's three novels.I must take issue with the reviewers who refer to the novel's happy ending. The close of the book is absolutely chilling - Charlotte, debauched by peer pressure and the jaded, cynical materialism of her Nobel-prizewinning neuroscience professor's theories, doesn't simply lose her soul. She forcibly pushes it down, smothering it under a pillow of noise and stimulation, fannie-shaking cheerleaders and Serbian jugglers. The last words we hear her mother tell her in the book is to look into her soul; Charlotte instead murders it.",1
"A REAL JEWEL OF AN ALBUM FOR SONNY & CHER FANS!!

This Sonny & CHer's Second Album and a improvement on the First Album. There voices blend better together than their first album and this album has a richer sound, too. ""Summertime"" song written By Gershwin gets a rock version here song by S&C is great!! ""Turn Around"" Song by Cher is one her best sung songs. Other pop gems include.. ""TELL HIM""...""I'M Leaving IT UP TO YOU"". Sonnys only solo hit ""Laugh At ME"" is in this album, too. A real jewel of an album for Sonny & CHer Fans",1
"Fresh look at death and what it does to us...

I had read the first chapter of this book here on Amazon.com and then went on to buy it later. I couldn't put it down, and read Susie's story with many tears and much laughter. See, I was a girl in the seventies, so much of the pop culture rang so true. This book is a great read and very moving. I must say, I will not give it to my own mother to read as it would be too much for her (I too easily could have been Susie). I would reccommend it to anyone who would like help dealing with death. As a footnote, I applaud both Susie and her Author for including dogs in our own heavens - for what would heaven be without them?",1
"A Superior Eco-collapse Book.

A classic page turner, where the plot races towards a climax that you can foresee but not predict. If you like Michael Crichton's books, then you will like this book. Be warned that what starts as mankind surviving an fascinating eco-collapse midway through the book turns into a plot about the heroes surviving against the actions of their fellow men. The more interesting eco-collapse theme takes a backseat to the sometimes contrived and highly coincidental interactions between heroes, villains and victims. Still, Dust is worth reading for the scientific ""what-if"" alone.",1
"much better than other non-Russian

I must differ to the previous opinion. Russian of the main singers is bearable enough, especially comparing to the Solti interpretation that sounds really strange. I mean pretty strange conducting, strange choose for the singers, and dreadful, unprofessionally sounding Russian. I can point out just two strong points of that interpretation, which are Giaurov as Gremin and thorough booklet. Otherwise Levine's CD is fine. Probably, Freni is the best Tatiana recorded ever, Shikoff is fabulous (just compare with Burrows!), Levine conducts agreeably, and the record is beautifully scaled. Anyway, I'd prefer entirely Russian interpretation. I am sorry about that.",1
"Harvesting the Heart

Jodi Picoult is a wonderful writer. She uses rich language and her stories touch your heart. She deals with some heavy issues! I would recommend her to anyone.",1
"A must have book..

I think every Solution Architect or Software Engineer must have this book. It's the start of all.",1
"Good Historical Perspective

A very good coverage of the history of the car companies activities against the electric car and of recent electric car developments.",0
"Half Toasted

I bought this toaster after reading several reviews, finding a reasonable price, and liking the look of it. I was looking to upgrade since my old toaster (a toastmaster) was cranked to the highest setting and needed to go through two toast cycles to lightly brown. I am seriously disappointed with this toaster. I put my english muffin in and only half the muffin toasts, and that half usually ends up burnt. The slots are slanted forward, and it seems that when the muffin is in the toaster, it is the upper portion that over toasts, and the lower portion comes out essentially raw. Though my toastmaster was only 6 years old or so, and had to go through two cycles....it still toasted better then this T-Fal. I bought it several weeks ago and have only used it a handful of times, I am going to try to clean it up good and return it for some other brand.Hope this helps.",0
"Somewhat disappointing

I bought this book hoping to find out new stories about Montreal but would have to agree with the reviewer who said it's mostly recycled and well-known stories. It's a meagre little book with not much in the way of illustrations or photos and each chapter starts with a question, probably meant as a sort of riddle, but then the answer is written right below. I found that irritating.",0
"wow...

my friend showed me this album and this guys just went from suck to suckier wow i can't see a band this bad signed this bands like Slipknot, Mudvayne and Mushroomhead are just pure crap or Murderdolls trying to be the gothic thing when they are just crap",0
"I can't believe all the 5-star reviews...

...because this is by far the most boring, lifeless, soporific of all the HIP recordings of the B minor mass that I know. Go for the Gardiner, Parrott, or Koopman, or the Rifkin for something more extreme.",0
"Terrible! Don't waste your money.

I bought the Zire 72s as an upgrade to my previous black and white Palm that I had no problems with. It has been nothing but a lemon since I got it. Often when I turn it on it has lines going across the screen and has to be turned off and then on again to get rid of them. The graffiti is terrible and rarely works. I have to reset it all the time. Customer support is terrible and did nothing to rectify the problems. I even sent it to them at one point and they sent it back in exactly the same condition I sent it to them. I don't think they even looked at it. After my experience with this Palm, I will never buy Palm again.",0
"A canning *essential*

This is a sturdy set of canning equipment that I bought for my mother who has been canning for 40 years. She has never purchased new canning equipment in fear of displacing her loyalty to her original equipment from long ago. She LOVES this new set and calls it essential in making her goodies.",1
